date;time(local time);altitude (m);longitude;latitude
2017-11-01;10:15:45.-1;210.50000000;77.07484436;28.48642921
2017-11-01;10:15:46.-1;210.50000000;77.07484436;28.48642921
2017-11-01;10:15:47.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:48.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:49.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:50.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:51.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:52.-1;210.50000000;77.07483673;28.48643303
2017-11-01;10:15:53.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:54.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:55.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:56.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:57.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:58.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:15:59.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:00.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:01.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:02.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:03.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:04.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:05.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:06.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:07.-1;210.50000000;77.07483673;28.48643875
2017-11-01;10:16:08.-1;210.50000000;77.07484436;28.48644257
2017-11-01;10:16:09.-1;210.50000000;77.07484436;28.48644257
2017-11-01;10:16:10.-1;210.50000000;77.07484436;28.48644257
2017-11-01;10:16:11.-1;210.50000000;77.07484436;28.48644257
2017-11-01;10:16:12.-1;210.50000000;77.07484436;28.48644638
2017-11-01;10:16:13.-1;210.50000000;77.07484436;28.48644638
2017-11-01;10:16:14.-1;210.50000000;77.07484436;28.48645020
2017-11-01;10:16:15.-1;210.50000000;77.07484436;28.48645020
2017-11-01;10:16:16.-1;210.50000000;77.07484436;28.48645020
2017-11-01;10:16:17.-1;210.50000000;77.07484436;28.48645020
2017-11-01;10:16:18.-1;210.50000000;77.07484436;28.48645020
2017-11-01;10:16:19.-1;210.50000000;77.07484436;28.48645401
2017-11-01;10:16:20.-1;210.50000000;77.07484436;28.48645782
2017-11-01;10:16:21.-1;210.50000000;77.07484436;28.48645782
2017-11-01;10:16:22.-1;210.50000000;77.07485199;28.48645782
2017-11-01;10:16:23.-1;210.50000000;77.07485199;28.48645782
2017-11-01;10:16:24.-1;210.50000000;77.07485199;28.48646164
2017-11-01;10:16:25.-1;210.50000000;77.07485199;28.48646164
2017-11-01;10:16:26.-1;210.50000000;77.07485199;28.48646164
2017-11-01;10:16:27.-1;210.50000000;77.07485199;28.48646164
2017-11-01;10:16:28.-1;210.50000000;77.07485199;28.48646736
2017-11-01;10:16:29.-1;210.50000000;77.07485199;28.48646736
2017-11-01;10:16:30.-1;210.50000000;77.07485962;28.48646736
2017-11-01;10:16:31.-1;210.50000000;77.07485962;28.48646736
2017-11-01;10:16:32.-1;210.50000000;77.07485962;28.48646736
2017-11-01;10:16:33.-1;210.50000000;77.07485962;28.48646736
2017-11-01;10:16:34.-1;210.50000000;77.07485962;28.48646736
2017-11-01;10:16:35.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:36.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:37.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:38.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:39.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:40.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:41.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:42.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:43.-1;210.60000610;77.07485962;28.48646736
2017-11-01;10:16:44.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:45.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:46.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:47.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:48.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:49.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:50.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:51.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:52.-1;210.60000610;77.07486725;28.48646736
2017-11-01;10:16:53.-1;210.60000610;77.07487488;28.48646736
2017-11-01;10:16:54.-1;210.60000610;77.07487488;28.48646736
2017-11-01;10:16:55.-1;210.60000610;77.07487488;28.48646736
2017-11-01;10:16:56.-1;210.60000610;77.07487488;28.48646736
2017-11-01;10:16:57.-1;210.60000610;77.07487488;28.48647118
2017-11-01;10:16:58.-1;210.60000610;77.07487488;28.48647118
2017-11-01;10:16:59.-1;210.60000610;77.07487488;28.48647118
2017-11-01;10:17:00.-1;210.60000610;77.07487488;28.48647499
2017-11-01;10:17:01.-1;210.60000610;77.07487488;28.48647499
2017-11-01;10:17:02.-1;210.60000610;77.07487488;28.48647881
2017-11-01;10:17:03.-1;210.60000610;77.07487488;28.48647881
2017-11-01;10:17:04.-1;210.60000610;77.07487488;28.48647881
2017-11-01;10:17:05.-1;210.60000610;77.07487488;28.48647881
2017-11-01;10:17:06.-1;210.60000610;77.07487488;28.48647881
2017-11-01;10:17:07.-1;210.60000610;77.07487488;28.48648262
2017-11-01;10:17:08.-1;210.60000610;77.07487488;28.48648262
2017-11-01;10:17:09.-1;210.60000610;77.07487488;28.48648643
2017-11-01;10:17:10.-1;210.60000610;77.07487488;28.48648643
2017-11-01;10:17:11.-1;210.60000610;77.07487488;28.48648643
2017-11-01;10:17:12.-1;210.60000610;77.07487488;28.48648643
2017-11-01;10:17:13.-1;210.60000610;77.07487488;28.48649025
2017-11-01;10:17:14.-1;210.60000610;77.07487488;28.48649025
2017-11-01;10:17:15.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:16.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:17.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:18.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:19.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:20.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:21.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:22.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:23.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:24.-1;210.60000610;77.07486725;28.48649025
2017-11-01;10:17:25.-1;210.60000610;77.07485962;28.48649025
2017-11-01;10:17:26.-1;210.60000610;77.07485962;28.48649025
2017-11-01;10:17:27.-1;210.60000610;77.07485962;28.48649025
2017-11-01;10:17:28.-1;210.60000610;77.07485962;28.48648643
2017-11-01;10:17:29.-1;210.69999695;77.07485199;28.48648643
2017-11-01;10:17:30.-1;210.69999695;77.07485199;28.48648643
2017-11-01;10:17:31.-1;210.69999695;77.07485199;28.48648643
2017-11-01;10:17:32.-1;210.69999695;77.07484436;28.48648643
2017-11-01;10:17:33.-1;210.69999695;77.07484436;28.48648643
2017-11-01;10:17:34.-1;210.69999695;77.07484436;28.48648262
2017-11-01;10:17:35.-1;210.69999695;77.07484436;28.48648262
2017-11-01;10:17:36.-1;210.69999695;77.07483673;28.48648262
2017-11-01;10:17:37.-1;210.69999695;77.07483673;28.48648262
2017-11-01;10:17:38.-1;210.69999695;77.07483673;28.48647881
2017-11-01;10:17:39.-1;210.69999695;77.07483673;28.48647881
2017-11-01;10:17:40.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:41.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:42.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:43.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:44.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:45.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:46.-1;210.69999695;77.07482910;28.48647881
2017-11-01;10:17:47.-1;210.69999695;77.07482910;28.48647499
2017-11-01;10:17:48.-1;210.69999695;77.07482910;28.48647499
2017-11-01;10:17:49.-1;210.69999695;77.07482910;28.48647499
2017-11-01;10:17:50.-1;210.69999695;77.07482147;28.48647499
2017-11-01;10:17:51.-1;210.69999695;77.07482147;28.48647499
2017-11-01;10:17:52.-1;210.69999695;77.07482147;28.48647499
2017-11-01;10:17:53.-1;210.69999695;77.07482147;28.48647118
2017-11-01;10:17:54.-1;210.69999695;77.07482147;28.48647118
2017-11-01;10:17:55.-1;210.69999695;77.07482147;28.48647118
2017-11-01;10:17:56.-1;210.69999695;77.07482147;28.48647118
2017-11-01;10:17:57.-1;210.69999695;77.07482147;28.48647118
2017-11-01;10:17:58.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:17:59.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:00.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:01.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:02.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:03.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:04.-1;210.69999695;77.07482147;28.48646736
2017-11-01;10:18:05.-1;210.69999695;77.07481384;28.48646736
2017-11-01;10:18:06.-1;210.69999695;77.07481384;28.48646164
2017-11-01;10:18:07.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:18:08.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:18:09.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:18:10.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:18:11.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:18:12.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:18:13.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:18:14.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:18:15.-1;210.80000305;77.07482147;28.48645782
2017-11-01;10:18:16.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:17.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:18.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:19.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:20.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:21.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:22.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:23.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:24.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:25.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:26.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:27.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:28.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:29.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:30.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:31.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:32.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:33.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:34.-1;210.80000305;77.07482147;28.48644257
2017-11-01;10:18:35.-1;210.80000305;77.07482147;28.48644257
2017-11-01;10:18:36.-1;210.80000305;77.07482147;28.48644257
2017-11-01;10:18:37.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:38.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:39.-1;210.80000305;77.07482147;28.48644638
2017-11-01;10:18:40.-1;210.80000305;77.07482910;28.48644638
2017-11-01;10:18:41.-1;210.80000305;77.07482910;28.48644638
2017-11-01;10:18:42.-1;210.80000305;77.07482910;28.48645020
2017-11-01;10:18:43.-1;210.80000305;77.07482910;28.48645020
2017-11-01;10:18:44.-1;210.80000305;77.07482910;28.48645020
2017-11-01;10:18:45.-1;210.80000305;77.07482910;28.48645020
2017-11-01;10:18:46.-1;210.80000305;77.07482910;28.48645020
2017-11-01;10:18:47.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:48.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:49.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:50.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:51.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:52.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:53.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:54.-1;210.80000305;77.07482147;28.48645020
2017-11-01;10:18:55.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:56.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:57.-1;210.80000305;77.07482147;28.48645401
2017-11-01;10:18:58.-1;210.80000305;77.07482147;28.48645782
2017-11-01;10:18:59.-1;210.80000305;77.07482147;28.48645782
2017-11-01;10:19:00.-1;210.80000305;77.07482147;28.48645782
2017-11-01;10:19:01.-1;210.80000305;77.07482147;28.48646164
2017-11-01;10:19:02.-1;210.80000305;77.07482147;28.48646164
2017-11-01;10:19:03.-1;210.80000305;77.07482147;28.48646164
2017-11-01;10:19:04.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:19:05.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:19:06.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:19:07.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:19:08.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:19:09.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:19:10.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:19:11.-1;210.80000305;77.07480621;28.48646736
2017-11-01;10:19:12.-1;210.80000305;77.07480621;28.48646736
2017-11-01;10:19:13.-1;210.80000305;77.07480621;28.48646736
2017-11-01;10:19:14.-1;210.80000305;77.07480621;28.48646736
2017-11-01;10:19:15.-1;210.80000305;77.07480621;28.48646736
2017-11-01;10:19:16.-1;210.80000305;77.07479858;28.48646736
2017-11-01;10:19:17.-1;210.80000305;77.07479858;28.48646736
2017-11-01;10:19:18.-1;210.80000305;77.07479858;28.48646736
2017-11-01;10:19:19.-1;210.80000305;77.07479858;28.48646164
2017-11-01;10:19:20.-1;210.80000305;77.07479858;28.48646164
2017-11-01;10:19:21.-1;210.80000305;77.07479858;28.48646164
2017-11-01;10:19:22.-1;210.80000305;77.07479858;28.48646164
2017-11-01;10:19:23.-1;210.80000305;77.07479858;28.48646164
2017-11-01;10:19:24.-1;210.80000305;77.07479858;28.48645782
2017-11-01;10:19:25.-1;210.80000305;77.07479858;28.48645782
2017-11-01;10:19:26.-1;210.80000305;77.07479858;28.48645782
2017-11-01;10:19:27.-1;210.80000305;77.07479858;28.48645782
2017-11-01;10:19:28.-1;210.80000305;77.07479858;28.48645782
2017-11-01;10:19:29.-1;210.80000305;77.07480621;28.48645782
2017-11-01;10:19:30.-1;210.80000305;77.07480621;28.48645782
2017-11-01;10:19:31.-1;210.80000305;77.07480621;28.48645782
2017-11-01;10:19:32.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:19:33.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:19:34.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:19:35.-1;210.80000305;77.07480621;28.48645020
2017-11-01;10:19:36.-1;210.80000305;77.07480621;28.48645020
2017-11-01;10:19:37.-1;210.80000305;77.07480621;28.48645020
2017-11-01;10:19:38.-1;210.80000305;77.07481384;28.48645020
2017-11-01;10:19:39.-1;210.80000305;77.07481384;28.48644638
2017-11-01;10:19:40.-1;210.80000305;77.07481384;28.48644638
2017-11-01;10:19:41.-1;210.80000305;77.07481384;28.48644257
2017-11-01;10:19:42.-1;210.80000305;77.07481384;28.48644257
2017-11-01;10:19:43.-1;210.80000305;77.07481384;28.48644257
2017-11-01;10:19:44.-1;210.80000305;77.07481384;28.48643875
2017-11-01;10:19:45.-1;210.80000305;77.07481384;28.48643875
2017-11-01;10:19:46.-1;210.80000305;77.07481384;28.48643875
2017-11-01;10:19:47.-1;210.80000305;77.07482147;28.48643875
2017-11-01;10:19:48.-1;210.80000305;77.07482147;28.48643875
2017-11-01;10:19:49.-1;210.80000305;77.07482147;28.48643875
2017-11-01;10:19:50.-1;210.80000305;77.07482147;28.48643875
2017-11-01;10:19:51.-1;210.80000305;77.07482147;28.48643875
2017-11-01;10:19:52.-1;210.80000305;77.07482910;28.48643875
2017-11-01;10:19:53.-1;210.80000305;77.07482910;28.48643875
2017-11-01;10:19:54.-1;210.80000305;77.07483673;28.48643875
2017-11-01;10:19:55.-1;210.80000305;77.07483673;28.48643875
2017-11-01;10:19:56.-1;210.80000305;77.07483673;28.48643875
2017-11-01;10:19:57.-1;210.80000305;77.07483673;28.48643875
2017-11-01;10:19:58.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:19:59.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:20:00.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:20:01.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:20:02.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:20:03.-1;210.80000305;77.07485199;28.48643303
2017-11-01;10:20:04.-1;210.80000305;77.07485199;28.48643303
2017-11-01;10:20:05.-1;210.80000305;77.07485199;28.48643303
2017-11-01;10:20:06.-1;210.80000305;77.07485199;28.48643303
2017-11-01;10:20:07.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:08.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:09.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:10.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:11.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:12.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:13.-1;210.80000305;77.07485962;28.48643303
2017-11-01;10:20:14.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:15.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:16.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:17.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:18.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:19.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:20.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:21.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:22.-1;210.80000305;77.07486725;28.48642921
2017-11-01;10:20:23.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:24.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:25.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:26.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:27.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:28.-1;210.80000305;77.07485962;28.48642921
2017-11-01;10:20:29.-1;210.80000305;77.07485199;28.48642921
2017-11-01;10:20:30.-1;210.80000305;77.07485199;28.48642921
2017-11-01;10:20:31.-1;210.80000305;77.07485199;28.48642921
2017-11-01;10:20:32.-1;210.80000305;77.07484436;28.48643303
2017-11-01;10:20:33.-1;210.80000305;77.07484436;28.48644638
2017-11-01;10:20:34.-1;210.80000305;77.07484436;28.48645782
2017-11-01;10:20:35.-1;210.80000305;77.07484436;28.48646736
2017-11-01;10:20:36.-1;210.80000305;77.07484436;28.48646736
2017-11-01;10:20:37.-1;210.80000305;77.07483673;28.48646736
2017-11-01;10:20:38.-1;210.80000305;77.07482910;28.48647118
2017-11-01;10:20:39.-1;210.80000305;77.07482147;28.48647499
2017-11-01;10:20:40.-1;210.80000305;77.07482910;28.48647499
2017-11-01;10:20:41.-1;210.80000305;77.07482147;28.48647499
2017-11-01;10:20:42.-1;210.80000305;77.07482147;28.48647499
2017-11-01;10:20:43.-1;210.80000305;77.07481384;28.48647499
2017-11-01;10:20:44.-1;210.80000305;77.07481384;28.48647118
2017-11-01;10:20:45.-1;210.80000305;77.07481384;28.48647118
2017-11-01;10:20:46.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:20:47.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:20:48.-1;210.80000305;77.07481384;28.48646736
2017-11-01;10:20:49.-1;210.80000305;77.07481384;28.48646164
2017-11-01;10:20:50.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:20:51.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:20:52.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:20:53.-1;210.80000305;77.07481384;28.48645782
2017-11-01;10:20:54.-1;210.80000305;77.07481384;28.48645401
2017-11-01;10:20:55.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:20:56.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:20:57.-1;210.80000305;77.07480621;28.48645401
2017-11-01;10:20:58.-1;210.80000305;77.07480621;28.48645020
2017-11-01;10:20:59.-1;210.80000305;77.07480621;28.48645020
2017-11-01;10:21:00.-1;210.80000305;77.07479858;28.48645020
2017-11-01;10:21:01.-1;210.80000305;77.07479858;28.48645020
2017-11-01;10:21:02.-1;210.80000305;77.07479858;28.48645020
2017-11-01;10:21:03.-1;210.80000305;77.07479858;28.48644638
2017-11-01;10:21:04.-1;210.80000305;77.07479858;28.48644638
2017-11-01;10:21:05.-1;210.80000305;77.07479095;28.48644638
2017-11-01;10:21:06.-1;210.80000305;77.07479095;28.48644257
2017-11-01;10:21:07.-1;210.80000305;77.07479095;28.48644257
2017-11-01;10:21:08.-1;210.80000305;77.07479095;28.48644257
2017-11-01;10:21:09.-1;210.80000305;77.07479095;28.48644257
2017-11-01;10:21:10.-1;210.80000305;77.07478333;28.48643875
2017-11-01;10:21:11.-1;210.80000305;77.07478333;28.48643875
2017-11-01;10:21:12.-1;210.80000305;77.07478333;28.48643875
2017-11-01;10:21:13.-1;210.80000305;77.07478333;28.48643303
2017-11-01;10:21:14.-1;210.80000305;77.07479858;28.48642921
2017-11-01;10:21:15.-1;210.80000305;77.07481384;28.48642159
2017-11-01;10:21:16.-1;210.80000305;77.07482147;28.48642159
2017-11-01;10:21:17.-1;210.69999695;77.07483673;28.48641777
2017-11-01;10:21:18.-1;210.69999695;77.07485199;28.48641396
2017-11-01;10:21:19.-1;210.69999695;77.07486725;28.48641396
2017-11-01;10:21:20.-1;210.69999695;77.07488251;28.48640633
2017-11-01;10:21:21.-1;210.69999695;77.07489777;28.48640060
2017-11-01;10:21:22.-1;210.69999695;77.07489777;28.48640060
2017-11-01;10:21:23.-1;210.69999695;77.07490540;28.48639679
2017-11-01;10:21:24.-1;210.69999695;77.07491302;28.48639297
2017-11-01;10:21:25.-1;210.60000610;77.07492065;28.48638916
2017-11-01;10:21:26.-1;210.60000610;77.07492065;28.48638535
2017-11-01;10:21:27.-1;210.60000610;77.07492828;28.48638535
2017-11-01;10:21:28.-1;210.60000610;77.07493591;28.48638153
2017-11-01;10:21:29.-1;210.60000610;77.07494354;28.48638153
2017-11-01;10:21:30.-1;210.60000610;77.07494354;28.48638153
2017-11-01;10:21:31.-1;210.60000610;77.07494354;28.48638153
2017-11-01;10:21:32.-1;210.60000610;77.07493591;28.48638535
2017-11-01;10:21:33.-1;210.60000610;77.07493591;28.48638916
2017-11-01;10:21:34.-1;210.60000610;77.07492828;28.48639297
2017-11-01;10:21:35.-1;210.60000610;77.07493591;28.48639297
2017-11-01;10:21:36.-1;210.60000610;77.07492828;28.48639679
2017-11-01;10:21:37.-1;210.60000610;77.07493591;28.48640060
2017-11-01;10:21:38.-1;210.60000610;77.07493591;28.48640060
2017-11-01;10:21:39.-1;210.60000610;77.07493591;28.48640633
2017-11-01;10:21:40.-1;210.60000610;77.07493591;28.48640633
2017-11-01;10:21:41.-1;210.60000610;77.07492828;28.48640633
2017-11-01;10:21:42.-1;210.60000610;77.07492828;28.48641014
2017-11-01;10:21:43.-1;210.60000610;77.07492065;28.48641014
2017-11-01;10:21:44.-1;210.60000610;77.07492065;28.48641396
2017-11-01;10:21:45.-1;210.60000610;77.07491302;28.48641777
2017-11-01;10:21:46.-1;210.60000610;77.07491302;28.48641396
2017-11-01;10:21:47.-1;210.60000610;77.07491302;28.48641396
2017-11-01;10:21:48.-1;210.60000610;77.07491302;28.48641396
2017-11-01;10:21:49.-1;210.60000610;77.07490540;28.48641396
2017-11-01;10:21:50.-1;210.60000610;77.07490540;28.48641396
2017-11-01;10:21:51.-1;210.60000610;77.07490540;28.48641396
2017-11-01;10:21:52.-1;210.60000610;77.07488251;28.48642921
2017-11-01;10:21:53.-1;210.60000610;77.07487488;28.48643875
2017-11-01;10:21:54.-1;210.60000610;77.07485962;28.48645020
2017-11-01;10:21:55.-1;210.60000610;77.07485199;28.48645782
2017-11-01;10:21:56.-1;210.60000610;77.07485199;28.48646736
2017-11-01;10:21:57.-1;210.60000610;77.07484436;28.48647499
2017-11-01;10:21:58.-1;210.60000610;77.07483673;28.48647881
2017-11-01;10:21:59.-1;210.60000610;77.07483673;28.48648262
2017-11-01;10:22:00.-1;210.60000610;77.07482910;28.48647881
2017-11-01;10:22:01.-1;210.60000610;77.07482910;28.48647881
2017-11-01;10:22:02.-1;210.60000610;77.07482147;28.48648262
2017-11-01;10:22:03.-1;210.60000610;77.07485962;28.48648262
2017-11-01;10:22:04.-1;210.60000610;77.07489777;28.48647881
2017-11-01;10:22:05.-1;211.00000000;77.07490540;28.48647881
2017-11-01;10:22:06.-1;211.00000000;77.07491302;28.48647499
2017-11-01;10:22:07.-1;211.50000000;77.07492065;28.48647118
2017-11-01;10:22:08.-1;211.50000000;77.07492065;28.48647118
2017-11-01;10:22:09.-1;211.50000000;77.07492065;28.48647118
2017-11-01;10:22:10.-1;211.50000000;77.07492065;28.48647118
2017-11-01;10:22:11.-1;211.50000000;77.07492828;28.48646736
2017-11-01;10:22:12.-1;211.50000000;77.07492828;28.48646736
2017-11-01;10:22:13.-1;211.50000000;77.07492828;28.48646736
2017-11-01;10:22:14.-1;211.50000000;77.07492828;28.48646164
2017-11-01;10:22:15.-1;211.50000000;77.07492828;28.48646164
2017-11-01;10:22:16.-1;211.50000000;77.07492828;28.48645782
2017-11-01;10:22:17.-1;211.50000000;77.07492828;28.48645782
2017-11-01;10:22:18.-1;211.50000000;77.07492828;28.48645401
2017-11-01;10:22:19.-1;211.50000000;77.07492828;28.48645020
2017-11-01;10:22:20.-1;211.50000000;77.07492828;28.48645020
2017-11-01;10:22:21.-1;211.50000000;77.07492828;28.48645020
2017-11-01;10:22:22.-1;211.50000000;77.07492065;28.48645020
2017-11-01;10:22:23.-1;211.50000000;77.07492065;28.48645782
2017-11-01;10:22:24.-1;211.50000000;77.07491302;28.48645782
2017-11-01;10:22:25.-1;211.50000000;77.07491302;28.48645782
2017-11-01;10:22:26.-1;211.50000000;77.07491302;28.48645782
2017-11-01;10:22:27.-1;211.50000000;77.07491302;28.48645401
2017-11-01;10:22:28.-1;211.50000000;77.07491302;28.48645401
2017-11-01;10:22:29.-1;211.50000000;77.07491302;28.48645020
2017-11-01;10:22:30.-1;211.50000000;77.07491302;28.48645020
2017-11-01;10:22:31.-1;211.50000000;77.07491302;28.48645020
2017-11-01;10:22:32.-1;211.50000000;77.07490540;28.48644638
2017-11-01;10:22:33.-1;211.50000000;77.07490540;28.48644638
2017-11-01;10:22:34.-1;211.50000000;77.07490540;28.48644638
2017-11-01;10:22:35.-1;211.50000000;77.07490540;28.48644257
